instance_id,condition,size,depth,loss,p_feasible,fidelity,conditional_fidelity,entropy,min_conditional_probability,coverage,compile_seconds,optimize_seconds
a_5_equality_03,lambda_0.5,5,1,0.05696842866837254,0.9430315713316275,0.9430315713316276,1.0,0.9999999999999998,0.3333333333333332,1.0,0.0006078849546611309,1.1046238550916314
a_5_equality_03,lambda_0.5,5,2,0.00019904067489873167,0.99980295728865,0.9997989621489213,0.999996004072903,0.9999930693077649,0.33149466081189866,1.0,0.0008965218439698219,2.1479600509628654
a_5_equality_03,lambda_1,5,1,0.056968428668372706,0.9430315713316273,0.9430315713316276,1.0,1.0,0.33333333333333326,1.0,0.0005601178854703903,1.107525928877294
a_5_equality_03,lambda_1,5,2,0.0002264130730496028,0.9998135441252259,0.9997735943772047,0.9999600428017243,0.9999472318088581,0.32829648856926746,1.0,0.0009241229854524136,2.149068458005786
a_5_equality_03,lambda_2,5,1,0.056968428668372484,0.9430315713316275,0.9430315713316276,1.0,0.9999999999999998,0.3333333333333332,1.0,0.0005109719932079315,1.1300319591537118
a_5_equality_03,lambda_2,5,2,0.0004781204651091997,0.9995501381209984,0.9995360151841745,0.9999858707069458,0.9999785133783937,0.33012433467961927,1.0,0.0008549727499485016,2.1733504398725927
a_5_mixed_01,feasibility,5,1,-0.9999993568662375,0.9999996784331187,2.7072013152022763e-05,2.7072021857488402e-05,0.8794024090380482,0.0014537615553853972,1.0,1.377632622141391,1.095984747633338
a_5_mixed_01,feasibility,5,2,-0.9999999999175531,0.9999999999587766,0.016439165863976535,0.01643916586465421,0.9037671082403518,0.0028897938196866904,1.0,2.4261969309300184,2.1403800421394408
a_5_mixed_01,feasibility,5,3,-0.9999999999496363,0.9999999999748181,0.05158419557101711,0.0515841955723161,0.9071446914257043,0.004280605524420365,1.0,3.7755392864346504,3.2357441834174097
a_5_mixed_01,feasibility,5,4,-0.9999999999568159,0.9999999999784078,0.14056606728597948,0.1405660672890146,0.8872084862068017,0.004423420172818189,1.0,5.30821801815182,4.381190647371113
a_5_mixed_01,feasibility,5,5,-0.9999999999798899,0.9999999999899448,0.029081031993291005,0.02908103199358342,0.859261197062353,0.0013248252129680533,1.0,6.705289335921407,5.602190292440355
a_5_mixed_01,feasibility,5,6,-0.9999999999574116,0.9999999999787057,0.055212247185949456,0.05521224718712516,0.7880366873930919,0.00017792625439578828,1.0,8.940265310928226,6.740778652951121
a_5_mixed_01,feasibility,5,7,-0.9999999999906151,0.9999999999953074,0.0112577856126307,0.011257785612683528,0.7518498684071704,0.000584089822702026,1.0,10.571978390216827,7.99034089082852
a_5_mixed_01,feasibility,5,8,-0.9999999999939773,0.9999999999969887,0.014544722180709402,0.0145447221807532,0.6440236181512926,0.00010062153440050974,1.0,12.406962550245225,8.946771881077439
a_5_mixed_01,fidelity,5,1,0.04691619902087816,0.9999988572267334,0.9530838009791218,0.9530848901390551,0.9671601865235073,0.031249082507109085,1.0,0.0007799379527568817,1.1498505021445453
a_5_mixed_01,fidelity,5,2,0.00040615495553224305,0.9997465385033691,0.9995938450444682,0.9998472678293745,0.9999371100344231,0.04174557477886171,1.0,0.0010012942366302013,2.177961348555982
