p_feasible,fidelity,conditional_fidelity,entropy,min_conditional_probability,coverage,identity,instance_id,condition,family,support,selected_depth,final_loss,evaluated_depths,converged,compile_seconds,optimize_seconds,process_peak_rss_mb
0.9999999994293136,0.9999999994055415,0.9999999999762279,0.9999999999899797,0.12499920232783358,1.0,7094317f4497ec1fb46e4ad571ab6cb15ca642406669650cd487a89703fb0c44,a_4_positive_03,lambda_2,positive,4,2,6.182306888646849e-10,2,True,0.0009195860475301743,0.7373796598985791,764.65625
0.9999999999838369,0.25186700820805347,0.25186700821212443,0.8241247725459272,0.017569392353050352,1.0,19a644b69e674acd76e3fd9b23220541abbb920539f701178423a7dbd9495f44,a_4_quadratic_01,feasibility,quadratic,4,3,-0.9999999999676741,8,False,15.77257885178551,11.284336796030402,1020.19140625
0.999815834589779,0.9990737858304023,0.9992578145557365,0.9996543207322924,0.07785992573775188,1.0,58c1c8b96cb5299f14fb8966ff7d07cd944ba703b050bce5cd79ced3e6524c0b,a_4_quadratic_01,fidelity,quadratic,4,2,0.000926214169597724,2,True,0.0009182957001030445,1.0913206064142287,1020.19140625
0.9999960027317781,0.9998253455050411,0.9998293420910975,0.9999178580532219,0.07977439737445349,1.0,d94f0190691e0670c071a98902fe480f1236ded6320d20e41f5564b205b64bf5,a_4_quadratic_01,lambda_0.5,quadratic,4,3,8.932622267304735e-05,3,True,0.0017805490642786026,2.1424623182974756,1020.19140625
0.9999146209015507,0.9997213001762922,0.999806662767783,0.9998830312960398,0.08018437382741718,1.0,4633dc45f7f9e55032503eabfe4b3977b9c85a574017d2fe2eb912fb945162e1,a_4_quadratic_01,lambda_1,quadratic,4,3,0.00027871633066645085,3,True,0.002006734721362591,2.1275158901698887,1020.19140625
0.9998577903560667,0.999721501019339,0.9998636912788575,0.9999414490412565,0.08112135679783611,1.0,f000e27a8c0c1b36075f5f7b90b8cc3cb4ef9edbadad40c94f9f9b1d766400db,a_4_quadratic_01,lambda_2,quadratic,4,3,0.0004148270862179837,3,True,0.0018177679739892483,2.1035424801521003,1020.19140625
0.9999999999686624,0.2954609984254451,0.29546099843470414,0.8769699941713299,0.012927005491659475,1.0,e9a97fb1f79c614266e7402186f867afdb62ddaff9a23e917056c34f1b50e749,a_4_quadratic_02,feasibility,quadratic,4,2,-0.9999999999373246,8,False,15.58929564571008,11.450147850438952,1017.36328125
0.9998265618009768,0.9991887372352664,0.9993620647919559,0.9996105252962721,0.07799132974035221,1.0,9e57ad0ea14552757779e480ef518e7fa08ed917029cf323a10d109a92c77cd8,a_4_quadratic_02,fidelity,quadratic,4,2,0.0008112627647337001,2,True,0.0012102657929062843,1.1417314177379012,1017.58203125
0.9999888490574529,0.999831120077565,0.9998422692612657,0.9998893106668029,0.07943619581777821,1.0,5ba7c8cb87d8039ca13d87cecfcef6e64fac02ac0ad513f6bd93b8f21592782c,a_4_quadratic_02,lambda_0.5,quadratic,4,3,9.001631191424275e-05,3,True,0.0024741417728364468,2.1742469472810626,1017.58203125
0.9998788360088294,0.999247168322798,0.9993682557693162,0.9998119925716685,0.07988600930167765,1.0,f8ff6f5d615f8365e812b7390348301c06dec90219653da9888b8591b9b6f3e4,a_4_quadratic_02,lambda_1,quadratic,4,2,0.0007529082218542538,2,True,0.0013790875673294067,1.1687750397250056,1017.58203125
