instance_id,constraint,family,support,status,gate_set,representation,condition,selected_depth,fidelity,n_decision,n_slack,n_allocated,gate_counts,total_gates,algo_wires,zeroed_wires,any_state_wires,total_wires,one_qubit_gates,two_qubit_gates,t_gates
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,fidelity,2.0,0.9990737858304023,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'RZ': 18, 'RX': 8}",62,4,0,0,4,30,32,0
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,fidelity,2.0,0.9990737858304023,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'T': 1144}",1180,4,0,0,4,1148,32,1144
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,lambda_0.5,3.0,0.9998253455050411,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'RZ': 27, 'RX': 12}",91,4,0,0,4,43,48,0
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,lambda_0.5,3.0,0.9998253455050411,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'T': 1716}",1768,4,0,0,4,1720,48,1716
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,lambda_1,3.0,0.9997213001762922,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'RZ': 27, 'RX': 12}",91,4,0,0,4,43,48,0
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,lambda_1,3.0,0.9997213001762922,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'T': 1716}",1768,4,0,0,4,1720,48,1716
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,lambda_2,3.0,0.999721501019339,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'RZ': 27, 'RX': 12}",91,4,0,0,4,43,48,0
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,lambda_2,3.0,0.999721501019339,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'T': 1716}",1768,4,0,0,4,1720,48,1716
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,nisq,penalty_cost_layer,unit_penalty,,,4,3,7,"{'CNOT': 136, 'RZ': 51}",187,7,0,0,7,51,136,0
a_4_quadratic_01,1*x_0*x_0 + 1*x_0*x_1 + 3*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 2*x_1*x_2 + 1*x_1*x_3 + 3*x_2*x_2 + 1*x_2*x_3 + 1*x_3*x_3 <= 7,quadratic,4,complete,ftqc,penalty_cost_layer,unit_penalty,,,4,3,7,"{'CNOT': 136, 'T': 2244}",2380,7,0,0,7,2244,136,2244
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,feasibility,2.0,0.2954609984254451,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'RZ': 18, 'RX': 8}",62,4,0,0,4,30,32,0
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,feasibility,2.0,0.2954609984254451,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'T': 1144}",1180,4,0,0,4,1148,32,1144
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,fidelity,2.0,0.9991887372352664,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'RZ': 18, 'RX': 8}",62,4,0,0,4,30,32,0
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,fidelity,2.0,0.9991887372352664,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'T': 1144}",1180,4,0,0,4,1148,32,1144
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,lambda_0.5,3.0,0.999831120077565,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'RZ': 27, 'RX': 12}",91,4,0,0,4,43,48,0
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,lambda_0.5,3.0,0.999831120077565,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'T': 1716}",1768,4,0,0,4,1720,48,1716
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,lambda_1,2.0,0.999247168322798,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'RZ': 18, 'RX': 8}",62,4,0,0,4,30,32,0
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,lambda_1,2.0,0.999247168322798,4,0,4,"{'Hadamard': 4, 'CNOT': 32, 'T': 1144}",1180,4,0,0,4,1148,32,1144
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,nisq,gadget,lambda_2,3.0,0.9999570894400932,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'RZ': 27, 'RX': 12}",91,4,0,0,4,43,48,0
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,ftqc,gadget,lambda_2,3.0,0.9999570894400932,4,0,4,"{'Hadamard': 4, 'CNOT': 48, 'T': 1716}",1768,4,0,0,4,1720,48,1716
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,nisq,penalty_cost_layer,unit_penalty,,,4,3,7,"{'CNOT': 136, 'RZ': 51}",187,7,0,0,7,51,136,0
a_4_quadratic_02,1*x_0*x_0 + 1*x_0*x_1 + 1*x_0*x_2 + 1*x_0*x_3 + 2*x_1*x_1 + 1*x_1*x_2 + 2*x_1*x_3 + 1*x_2*x_2 + 3*x_2*x_3 + 2*x_3*x_3 <= 7,quadratic,4,complete,ftqc,penalty_cost_layer,unit_penalty,,,4,3,7,"{'CNOT': 136, 'T': 2244}",2380,7,0,0,7,2244,136,2244
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,nisq,gadget,feasibility,1.0,0.6628331128644765,5,0,5,"{'Hadamard': 5, 'CNOT': 98, 'RZ': 31, 'RX': 5}",139,5,0,0,5,41,98,0
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,ftqc,gadget,feasibility,1.0,0.6628331128644765,5,0,5,"{'Hadamard': 5, 'CNOT': 98, 'T': 1584}",1687,5,0,0,5,1589,98,1584
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,nisq,gadget,fidelity,3.0,0.9999918595259193,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,ftqc,gadget,fidelity,3.0,0.9999918595259193,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,nisq,gadget,lambda_0.5,3.0,0.9998424855225427,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,ftqc,gadget,lambda_0.5,3.0,0.9998424855225427,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,nisq,gadget,lambda_1,3.0,0.9998179659558919,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,ftqc,gadget,lambda_1,3.0,0.9998179659558919,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,nisq,gadget,lambda_2,3.0,0.9997501557595297,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,ftqc,gadget,lambda_2,3.0,0.9997501557595297,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,nisq,penalty_cost_layer,unit_penalty,,,5,0,5,"{'CNOT': 20, 'RZ': 15}",35,5,0,0,5,15,20,0
a_5_equality_01,3*x_0 + 1*x_1 + 4*x_2 + 3*x_3 + 2*x_4 == 5,equality,5,complete,ftqc,penalty_cost_layer,unit_penalty,,,5,0,5,"{'CNOT': 20, 'T': 660}",680,5,0,0,5,660,20,660
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,nisq,gadget,feasibility,2.0,0.9642789289479318,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,ftqc,gadget,feasibility,2.0,0.9642789289479318,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,nisq,gadget,fidelity,2.0,0.9999248356975006,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,ftqc,gadget,fidelity,2.0,0.9999248356975006,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,nisq,gadget,lambda_0.5,2.0,0.9998156436678994,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,ftqc,gadget,lambda_0.5,2.0,0.9998156436678994,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,nisq,gadget,lambda_1,2.0,0.9998164649356994,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,ftqc,gadget,lambda_1,2.0,0.9998164649356994,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,nisq,gadget,lambda_2,2.0,0.9994597394854811,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,ftqc,gadget,lambda_2,2.0,0.9994597394854811,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,nisq,penalty_cost_layer,unit_penalty,,,5,0,5,"{'CNOT': 20, 'RZ': 15}",35,5,0,0,5,15,20,0
a_5_equality_02,3*x_0 + 4*x_1 + 5*x_2 + 3*x_3 + 1*x_4 == 9,equality,5,complete,ftqc,penalty_cost_layer,unit_penalty,,,5,0,5,"{'CNOT': 20, 'T': 660}",680,5,0,0,5,660,20,660
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,nisq,gadget,feasibility,1.0,0.6686257903527406,5,0,5,"{'Hadamard': 5, 'CNOT': 98, 'RZ': 31, 'RX': 5}",139,5,0,0,5,41,98,0
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,ftqc,gadget,feasibility,1.0,0.6686257903527406,5,0,5,"{'Hadamard': 5, 'CNOT': 98, 'T': 1584}",1687,5,0,0,5,1589,98,1584
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,nisq,gadget,fidelity,2.0,0.9999500422407267,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,ftqc,gadget,fidelity,2.0,0.9999500422407267,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,nisq,gadget,lambda_0.5,2.0,0.9997989621489213,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,ftqc,gadget,lambda_0.5,2.0,0.9997989621489213,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,nisq,gadget,lambda_1,2.0,0.9997735943772047,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,ftqc,gadget,lambda_1,2.0,0.9997735943772047,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,nisq,gadget,lambda_2,2.0,0.9995360151841745,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,ftqc,gadget,lambda_2,2.0,0.9995360151841745,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,nisq,penalty_cost_layer,unit_penalty,,,5,0,5,"{'CNOT': 20, 'RZ': 15}",35,5,0,0,5,15,20,0
a_5_equality_03,4*x_0 + 4*x_1 + 1*x_2 + 2*x_3 + 4*x_4 == 9,equality,5,complete,ftqc,penalty_cost_layer,unit_penalty,,,5,0,5,"{'CNOT': 20, 'T': 660}",680,5,0,0,5,660,20,660
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,nisq,gadget,feasibility,4.0,0.14056606728597948,5,0,5,"{'Hadamard': 5, 'CNOT': 392, 'RZ': 124, 'RX': 20}",541,5,0,0,5,149,392,0
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,ftqc,gadget,feasibility,4.0,0.14056606728597948,5,0,5,"{'Hadamard': 5, 'CNOT': 392, 'T': 6336}",6733,5,0,0,5,6341,392,6336
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,nisq,gadget,fidelity,2.0,0.9995938450444682,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'RZ': 62, 'RX': 10}",273,5,0,0,5,77,196,0
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,ftqc,gadget,fidelity,2.0,0.9995938450444682,5,0,5,"{'Hadamard': 5, 'CNOT': 196, 'T': 3168}",3369,5,0,0,5,3173,196,3168
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,nisq,gadget,lambda_0.5,3.0,0.9999935706634383,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,ftqc,gadget,lambda_0.5,3.0,0.9999935706634383,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,nisq,gadget,lambda_1,3.0,0.9999978669313454,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,ftqc,gadget,lambda_1,3.0,0.9999978669313454,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,nisq,gadget,lambda_2,3.0,0.9999896058334137,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,ftqc,gadget,lambda_2,3.0,0.9999896058334137,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,nisq,penalty_cost_layer,unit_penalty,,,5,4,9,"{'CNOT': 72, 'RZ': 45}",117,9,0,0,9,45,72,0
a_5_mixed_01,-4*x_0 + 1*x_1 - 2*x_2 + 3*x_3 + 3*x_4 <= 2,mixed,5,complete,ftqc,penalty_cost_layer,unit_penalty,,,5,4,9,"{'CNOT': 72, 'T': 1980}",2052,9,0,0,9,1980,72,1980
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,nisq,gadget,feasibility,1.0,0.4373082642968379,5,0,5,"{'Hadamard': 5, 'CNOT': 98, 'RZ': 31, 'RX': 5}",139,5,0,0,5,41,98,0
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,ftqc,gadget,feasibility,1.0,0.4373082642968379,5,0,5,"{'Hadamard': 5, 'CNOT': 98, 'T': 1584}",1687,5,0,0,5,1589,98,1584
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,nisq,gadget,fidelity,3.0,0.9999926793648634,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,ftqc,gadget,fidelity,3.0,0.9999926793648634,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,nisq,gadget,lambda_0.5,3.0,0.9999793151711684,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,ftqc,gadget,lambda_0.5,3.0,0.9999793151711684,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,nisq,gadget,lambda_1,3.0,0.9999646936815005,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,ftqc,gadget,lambda_1,3.0,0.9999646936815005,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,nisq,gadget,lambda_2,3.0,0.9998608471541377,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'RZ': 93, 'RX': 15}",407,5,0,0,5,113,294,0
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,ftqc,gadget,lambda_2,3.0,0.9998608471541377,5,0,5,"{'Hadamard': 5, 'CNOT': 294, 'T': 4752}",5051,5,0,0,5,4757,294,4752
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,nisq,penalty_cost_layer,unit_penalty,,,5,3,8,"{'CNOT': 56, 'RZ': 36}",92,8,0,0,8,36,56,0
a_5_mixed_02,4*x_0 - 2*x_1 - 5*x_2 - 3*x_3 + 2*x_4 <= -4,mixed,5,complete,ftqc,penalty_cost_layer,unit_penalty,,,5,3,8,"{'CNOT': 56, 'T': 1584}",1640,8,0,0,8,1584,56,1584
a_5_positive_01,4*x_0 + 2*x_1 + 2*x_2 + 3*x_3 + 1*x_4 <= 5,positive,5,complete,nisq,gadget,feasibility,1.0,0.42137353002322075,5,0,5,"{'Hadamard': 5, 'CNOT': 58, 'RZ': 19, 'RX': 5}",87,5,0,0,5,29,58,0
