method,constraint_type,n_x,est_shots_mean,est_shots_std,est_shots_median,est_shots_q25,est_shots_q75,optimize_time_mean,optimize_time_std,optimize_time_median,optimize_time_q25,optimize_time_q75,num_gamma_mean,num_gamma_std,num_gamma_median,num_gamma_q25,num_gamma_q75,num_beta_mean,num_beta_std,num_beta_median,num_beta_q25,num_beta_q75
PenaltyQAOA,knapsack+assignment,5,108283535253907.0,0.0,108283535253907.0,108283535253907.0,108283535253907.0,14.819346237182618,8.302679566960194,13.853561401367188,9.029438495635986,19.340888500213623,62.0,0.0,62.0,62.0,62.0,7.0,0.0,7.0,7.0,7.0
PenaltyQAOA,knapsack+assignment,6,1401613203515625.0,0.0,1401613203515625.0,1401613203515625.0,1401613203515625.0,66.64085021018983,37.421714892080615,61.16818642616272,32.847490549087524,90.84312701225281,123.0,0.0,123.0,123.0,123.0,10.0,0.0,10.0,10.0,10.0
PenaltyQAOA,knapsack+cardinality,5,315317707910157.0,0.0,315317707910157.0,315317707910157.0,315317707910157.0,19.43449397087097,11.443116616935475,17.363656282424927,11.83548378944397,25.211154460906982,75.0,0.0,75.0,75.0,75.0,8.0,0.0,8.0,8.0,8.0
PenaltyQAOA,knapsack+cardinality,6,1626314177990722.5,3235326392588893.0,217239414892578.5,154602573046875.0,945055116015625.0,64.45122775435448,52.278508738916905,43.40057837963104,22.782634735107422,91.5060338973999,108.5,18.563819235690282,111.0,88.5,120.75,10.25,0.9805806756909202,11.0,9.0,11.0
PenaltyQAOA,knapsack+cardinality,7,1.116091833803711e+16,1.9445452434335268e+16,3454046561816406.0,446173207910157.0,5779468020410156.0,109.56916439533234,98.65491175918747,70.82642269134521,34.82658737897873,157.06473463773727,145.83333333333334,30.15143770041983,158.0,109.0,159.0,11.5,1.279816797234182,11.5,10.0,13.0
PenaltyQAOA,knapsack+cardinality,8,1.2512434392248534e+16,1.5926445539050148e+16,3501994451611328.0,1171166772753907.0,1.7967681663305664e+16,207.99543091654778,193.96963355360583,133.00985836982727,69.42068612575531,285.10680186748505,169.375,29.98263386251004,183.5,134.75,189.75,12.375,1.1251780485885958,13.0,11.0,13.0
PenaltyQAOA,knapsack+cardinality+cardinality,8,5398391770751953.0,5662134381650553.0,5398391770751953.0,26819451562500.0,1.0769964089941406e+16,257.891877245903,322.19707369766815,106.34787273406982,54.74240070581436,308.23570185899734,135.5,41.636655858883664,135.5,96.0,175.0,12.5,2.6352313834736494,12.5,10.0,15.0
PenaltyQAOA,knapsack+flow,7,749268223925782.0,489617613072379.1,749268223925782.0,284776171972657.0,1213760275878907.0,63.20667207241058,40.10501708620355,56.28279137611389,31.222044706344604,85.25572234392166,104.5,1.5811388300841898,104.5,103.0,106.0,10.0,0.0,10.0,10.0,10.0
PenaltyQAOA,knapsack+flow,8,7349289919550781.0,7811485493327839.0,1663059375390625.0,1575941128515625.0,1.6662453159765624e+16,93.57176728248596,82.94021611188685,72.244544506073,34.26377201080322,115.74183773994446,136.0,18.41647812874836,132.0,127.0,155.0,11.2,0.7637626158259734,11.0,11.0,12.0
PenaltyQAOA,knapsack+independent_set,7,2338780275878906.0,0.0,2338780275878906.0,2338780275878906.0,2338780275878906.0,84.66951727867126,65.93887725441567,66.98965239524841,37.61318302154541,113.26472353935242,154.0,0.0,154.0,154.0,154.0,11.0,0.0,11.0,11.0,11.0
PenaltyQAOA,knapsack+knapsack,6,996388681640625.0,0.0,996388681640625.0,996388681640625.0,996388681640625.0,85.36315784454345,56.89474662174619,75.89745783805847,43.52760362625122,117.46123337745667,131.0,0.0,131.0,131.0,131.0,12.0,0.0,12.0,12.0,12.0
PenaltyQAOA,knapsack+knapsack,7,7472725048535156.0,5759782746723559.0,4976905664160156.0,2257407961035156.0,1.5183861520410156e+16,317.70252032279967,240.8509931606853,226.59018516540527,135.58168816566467,463.0651640892029,180.0,1.4638501094228042,181.0,178.0,181.0,14.0,0.0,14.0,14.0,14.0
PenaltyQAOA,knapsack+knapsack,8,3.85452583859375e+16,2.561900238520862e+16,3.411046929223633e+16,1.4643949523535156e+16,4.455832844619141e+16,552.9476363976796,384.671054693777,439.3098245859146,234.53288227319717,835.12562084198,214.83333333333334,11.08613092339139,215.0,211.0,217.0,15.0,0.5872202195147034,15.0,15.0,15.0
PenaltyQAOA,knapsack+quadratic_knapsack,6,513758889062500.0,0.0,513758889062500.0,513758889062500.0,513758889062500.0,358.83885607719424,315.02046165684885,268.6378803253174,128.10962963104248,523.2898104190826,280.0,0.0,280.0,280.0,280.0,12.0,0.0,12.0,12.0,12.0
